seed,usingPackage,usingVersion,phantomName,phantomVersion
@lerna/npm-publish,@lerna/run-lifecycle,6.4.1,wide-align,1.1.5
@lerna/npm-publish,@lerna/run-lifecycle,6.4.1,ini,6.0.0
@lerna/npm-publish,@lerna/run-lifecycle,6.4.1,pify,6.1.0
@lerna/npm-publish,@lerna/run-lifecycle,6.4.1,validate-npm-package-license,3.0.4
@lerna/npm-publish,@lerna/run-lifecycle,6.4.1,validate-npm-package-name,7.0.0
@lerna/npm-publish,@lerna/npm-conf,6.4.1,ini,6.0.0
@lerna/npm-publish,@lerna/npm-conf,6.4.1,pify,6.1.0
@lerna/npm-publish,@lerna/otplease,6.4.1,has-unicode,2.0.1
@lerna/npm-publish,@lerna/otplease,6.4.1,inquirer,13.0.1
@lerna/npm-publish,@lerna/otplease,6.4.1,set-blocking,2.0.0
@lerna/npm-publish,@lerna/otplease,6.4.1,console-control-strings,1.1.0
@lerna/npm-publish,@lerna/otplease,6.4.1,color-support,1.1.3
@lerna/npm-publish,@lerna/otplease,6.4.1,aproba,2.1.0
@lerna/npm-publish,@lerna/otplease,6.4.1,wide-align,1.1.5
@lerna/npm-publish,@lerna/prompt,6.4.1,has-unicode,2.0.1
@lerna/npm-publish,@lerna/prompt,6.4.1,inquirer,13.0.1
@lerna/npm-publish,@lerna/prompt,6.4.1,set-blocking,2.0.0
@lerna/npm-publish,@lerna/prompt,6.4.1,console-control-strings,1.1.0
@lerna/npm-publish,@lerna/prompt,6.4.1,color-support,1.1.3
@lerna/npm-publish,@lerna/prompt,6.4.1,aproba,2.1.0
@lerna/npm-publish,@lerna/prompt,6.4.1,wide-align,1.1.5
@lerna/query-graph,@lerna/query-graph,6.4.1,semver,7.7.3
@lerna/query-graph,@lerna/query-graph,6.4.1,npm-package-arg,13.0.2
@lerna/query-graph,@lerna/query-graph,6.4.1,has-unicode,2.0.1
@lerna/query-graph,@lerna/query-graph,6.4.1,set-blocking,2.0.0
@lerna/query-graph,@lerna/query-graph,6.4.1,console-control-strings,1.1.0
@lerna/query-graph,@lerna/query-graph,6.4.1,color-support,1.1.3
@lerna/query-graph,@lerna/query-graph,6.4.1,aproba,2.1.0
@lerna/query-graph,@lerna/query-graph,6.4.1,wide-align,1.1.5
@lerna/query-graph,@lerna/query-graph,6.4.1,validate-npm-package-name,7.0.0
@lerna/query-graph,@lerna/package-graph,6.4.1,semver,7.7.3
@lerna/query-graph,@lerna/package-graph,6.4.1,npm-package-arg,13.0.2
@lerna/query-graph,@lerna/package-graph,6.4.1,has-unicode,2.0.1
@lerna/query-graph,@lerna/package-graph,6.4.1,set-blocking,2.0.0
@lerna/query-graph,@lerna/package-graph,6.4.1,console-control-strings,1.1.0
@lerna/query-graph,@lerna/package-graph,6.4.1,color-support,1.1.3
@lerna/query-graph,@lerna/package-graph,6.4.1,aproba,2.1.0
@lerna/query-graph,@lerna/package-graph,6.4.1,wide-align,1.1.5
@lerna/query-graph,@lerna/package-graph,6.4.1,validate-npm-package-name,7.0.0
@lerna/query-graph,@lerna/prerelease-id-from-version,6.4.1,semver,7.7.3
@lerna/query-graph,@lerna/validation-error,6.4.1,has-unicode,2.0.1
@lerna/query-graph,@lerna/validation-error,6.4.1,set-blocking,2.0.0
@lerna/query-graph,@lerna/validation-error,6.4.1,console-control-strings,1.1.0
@lerna/query-graph,@lerna/validation-error,6.4.1,color-support,1.1.3
@lerna/query-graph,@lerna/validation-error,6.4.1,aproba,2.1.0
@lerna/query-graph,@lerna/validation-error,6.4.1,wide-align,1.1.5
metro-react-native-babel-transformer,metro-react-native-babel-transformer,0.77.0,@babel/traverse,7.28.5
metro-react-native-babel-transformer,metro-react-native-babel-transformer,0.77.0,@babel/parser,7.28.5
metro-react-native-babel-transformer,metro-react-native-babel-transformer,0.77.0,@babel/generator,7.28.5
metro-react-native-babel-transformer,metro-react-native-babel-transformer,0.77.0,@babel/template,7.27.2
metro-react-native-babel-transformer,metro-react-native-babel-preset,0.77.0,@babel/traverse,7.28.5
metro-react-native-babel-transformer,metro-react-native-babel-preset,0.77.0,@babel/parser,7.28.5
metro-react-native-babel-transformer,metro-react-native-babel-preset,0.77.0,@babel/generator,7.28.5
metro-react-native-babel-transformer,metro-react-native-babel-preset,0.77.0,@babel/template,7.27.2
vite-plugin-pwa,vite-plugin-pwa,1.1.0,rollup,4.53.3
@appium/types,@appium/types,1.1.1,lodash,4.17.21
@appium/types,@appium/logger,2.0.2,lodash,4.17.21
@lerna/create,@lerna/create,9.0.1,@nx/devkit,22.1.1
@lerna/create,@lerna/create,9.0.1,fs-extra,11.3.2
@lerna/create,@lerna/create,9.0.1,chalk,5.6.2
@lerna/create,@lerna/create,9.0.1,yargs,18.0.0
@lerna/create,@lerna/create,9.0.1,is-ci,4.1.0
@lerna/create,@lerna/create,9.0.1,tmp,0.2.5
@lerna/create,@lerna/create,9.0.1,semver,7.7.3
@lerna/create,@lerna/create,9.0.1,execa,9.6.0
@lerna/create,@lerna/create,9.0.1,pretty-format,30.2.0
@lerna/create,@lerna/create,9.0.1,tinyglobby,0.2.15
@lerna/create,@lerna/create,9.0.1,load-json-file,7.0.1
@lerna/create,@lerna/create,9.0.1,cmd-shim,8.0.0
@lerna/create,@lerna/create,9.0.1,multimatch,7.0.0
@lerna/create,@lerna/create,9.0.1,columnify,1.6.0
@lerna/create,@lerna/create,9.0.1,read-cmd-shim,6.0.0
@lerna/create,@lerna/create,9.0.1,p-queue,9.0.1
@lerna/create,@lerna/create,9.0.1,p-map,7.0.4
@lerna/create,@lerna/create,9.0.1,p-map-series,3.0.0
@lerna/create,@lerna/create,9.0.1,write-file-atomic,7.0.0
@lerna/create,@lerna/create,9.0.1,npm-package-arg,13.0.2
@lerna/create,@lerna/create,9.0.1,dedent,1.7.0
@lerna/create,@lerna/create,9.0.1,minimatch,10.1.1
@lerna/create,@lerna/create,9.0.1,slash,5.1.0
@lerna/create,@lerna/create,9.0.1,ssri,13.0.0
@lerna/create,@lerna/create,9.0.1,tar,7.5.2
@lerna/create,@lerna/create,9.0.1,byte-size,9.0.1
@lerna/create,@lerna/create,9.0.1,has-unicode,2.0.1
@lerna/create,@lerna/create,9.0.1,npm-registry-fetch,19.1.1
@lerna/create,@lerna/create,9.0.1,write-pkg,7.0.0
@lerna/create,@lerna/create,9.0.1,libnpmpublish,11.1.3
@lerna/create,@lerna/create,9.0.1,@npmcli/package-json,7.0.4
@lerna/create,@lerna/create,9.0.1,ci-info,4.3.1
@lerna/create,@lerna/create,9.0.1,make-fetch-happen,15.0.3
@lerna/create,@lerna/create,9.0.1,@npmcli/arborist,9.1.7
@lerna/create,@lerna/create,9.0.1,npm-packlist,10.0.3
@lerna/create,@lerna/create,9.0.1,upath,2.0.1
@lerna/create,@lerna/create,9.0.1,inquirer,13.0.1
@lerna/create,@lerna/create,9.0.1,rimraf,6.1.2
@lerna/create,@lerna/create,9.0.1,@npmcli/run-script,10.0.3
@lerna/create,@lerna/create,9.0.1,is-stream,4.0.1
@lerna/create,@lerna/create,9.0.1,make-dir,5.1.0
@lerna/create,@lerna/create,9.0.1,temp-dir,3.0.0
@lerna/create,@lerna/create,9.0.1,uuid,13.0.0
@lerna/create,@lerna/create,9.0.1,@octokit/rest,22.0.1
@lerna/create,@lerna/create,9.0.1,git-url-parse,16.1.0
@lerna/create,@lerna/create,9.0.1,resolve-from,5.0.0
@lerna/create,@lerna/create,9.0.1,cosmiconfig,9.0.0
@lerna/create,@lerna/create,9.0.1,glob-parent,6.0.2
@lerna/create,@lerna/create,9.0.1,set-blocking,2.0.0
@lerna/create,@lerna/create,9.0.1,console-control-strings,1.1.0
@lerna/create,@lerna/create,9.0.1,color-support,1.1.3
@lerna/create,@lerna/create,9.0.1,aproba,2.1.0
@lerna/create,@lerna/create,9.0.1,wide-align,1.1.5
@lerna/create,@lerna/create,9.0.1,ini,6.0.0
@lerna/create,@lerna/create,9.0.1,pify,6.1.0
@lerna/create,@lerna/create,9.0.1,conventional-recommended-bump,11.2.0
@lerna/create,@lerna/create,9.0.1,conventional-changelog-core,9.0.0
@lerna/create,@lerna/create,9.0.1,get-stream,9.0.1
@lerna/create,@lerna/create,9.0.1,p-reduce,3.0.0
@lerna/create,@lerna/create,9.0.1,pacote,21.0.4
@lerna/create,@lerna/create,9.0.1,yargs-parser,22.0.0
@lerna/create,@lerna/create,9.0.1,init-package-json,8.2.4
@lerna/create,@lerna/create,9.0.1,validate-npm-package-license,3.0.4
@lerna/create,@lerna/create,9.0.1,validate-npm-package-name,7.0.0
@lerna/create,@lerna/create,9.0.1,through,2.3.8
@google-cloud/pubsub,@google-cloud/pubsub,5.2.0,long,5.3.2
metro-transform-worker,metro-transform-worker,0.83.3,@babel/traverse,7.28.5
metro-transform-worker,metro-transform-worker,0.83.3,@babel/parser,7.28.5
metro-transform-worker,metro-transform-worker,0.83.3,@babel/generator,7.28.5
metro-transform-worker,metro-transform-worker,0.83.3,@babel/template,7.27.2
metro-transform-worker,metro-source-map,0.83.3,@babel/traverse,7.28.5
metro-transform-worker,metro-source-map,0.83.3,@babel/parser,7.28.5
metro-transform-worker,metro-source-map,0.83.3,@babel/generator,7.28.5
metro-transform-worker,metro-source-map,0.83.3,@babel/template,7.27.2
metro-transform-worker,metro-symbolicate,0.83.3,@babel/traverse,7.28.5
metro-transform-worker,metro-symbolicate,0.83.3,@babel/parser,7.28.5
metro-transform-worker,metro-symbolicate,0.83.3,@babel/generator,7.28.5
metro-transform-worker,metro-symbolicate,0.83.3,@babel/template,7.27.2
metro-transform-worker,metro-babel-transformer,0.83.3,@babel/traverse,7.28.5
metro-transform-worker,metro-babel-transformer,0.83.3,@babel/parser,7.28.5
metro-transform-worker,metro-babel-transformer,0.83.3,@babel/generator,7.28.5
metro-transform-worker,metro-babel-transformer,0.83.3,@babel/template,7.27.2
metro-transform-worker,metro,0.83.3,@babel/traverse,7.28.5
metro-transform-worker,metro,0.83.3,@babel/parser,7.28.5
metro-transform-worker,metro,0.83.3,@babel/generator,7.28.5
metro-transform-worker,metro,0.83.3,@babel/template,7.27.2
metro-transform-worker,metro-config,0.83.3,@babel/traverse,7.28.5
metro-transform-worker,metro-config,0.83.3,@babel/parser,7.28.5
metro-transform-worker,metro-config,0.83.3,@babel/generator,7.28.5
metro-transform-worker,metro-config,0.83.3,@babel/template,7.27.2
metro-babel-transformer,metro-babel-transformer,0.83.3,@babel/traverse,7.28.5
metro-babel-transformer,metro-babel-transformer,0.83.3,@babel/parser,7.28.5
metro-babel-transformer,metro-babel-transformer,0.83.3,@babel/generator,7.28.5
metro-babel-transformer,metro-babel-transformer,0.83.3,@babel/template,7.27.2
