packageName,rank,downloads,phantomCount,vulnerablePhantomCount,phantomDeps
flask-appbuilder,931,12315547,34,10,apispec;app;authlib;blinker;click;flask;flask-babel;flask-jwt-extended;flask-limiter;flask-login;flask-mail;flask-sqlalchemy;flask-wtf;jinja2;jmespath;jsonschema;pyjwt;ldap;markupsafe;marshmallow;marshmallow-sqlalchemy;migrate;onelogin;packaging;pillow;prison;python-dateutil;pyyaml;requests;sqlalchemy;sqlalchemy-utils;typing-extensions;werkzeug;wtforms
jax,933,12306645,29,5,absl;cloudpickle;etils;filelock;flatbuffers;flax;google-benchmark;ipython;jax-cuda12-plugin;jax-cuda13-plugin;jax-plugins;jaxlib;kubernetes;libtpu;matplotlib;ml-dtypes;mpi4py;nvidia;opt-einsum;portpicker;pygments;python;requests;rich;tensorflow;tensorstore;web-pdb;xprof;zstandard
cachelib,934,12243503,5,1,boto3;libmc;memcache;pylibmc;pymongo
meson,935,12227532,18,3,cythonargs;fastjsonschema;gi;jsonschema;limited;lxml;pefile;pyinstaller;pytest-cov;python2-module;python3-module;setuptools-scm;storer;tachyon;tqdm;truststore;typing-extensions;xdist
scp,937,12136309,2,1,contextlib2;paramiko
cyclopts,938,12126082,2,1,docutils;pydantic-core
junitparser,939,12111476,1,1,lxml
datetime,940,12109342,1,0,app
openapi-pydantic,941,12055113,1,0,pydantic-core
beartype,942,12048145,4,2,langchain-core;nptyping;pandas;yappi
trino,943,12030638,9,3,gssapi;lz4;orjson;python-dateutil;requests;requests-gssapi;requests-kerberos;tzlocal;zstandard
timm,944,12018529,21,8,apex;clu;datasets;deepspeed;functorch;fvcore;gluoncv;jax;ml-dtypes;mxnet;onnxruntime;opt-einsum;pandas;pillow;scikit-learn;scipy;tensorflow;tensorflow-datasets;typing-extensions;wandb;webdataset
sh,946,11936263,0,0,
bidict,947,11930491,0,0,
mkdocs-material,948,11845654,6,1,click;jieba;mergedeep;pymdownx;pyyaml;watchdog
appnope,949,11841321,0,0,
geoip2,951,11798266,1,0,typing-extensions
yapf,952,11792365,0,0,
twilio,953,11739220,0,0,
lightgbm,954,11724476,2,1,joblib;typing-extensions
types-toml,955,11676029,1,1,urllib3
checkov,956,11675471,37,6,aiohttp;aiomultiprocess;argcomplete;bc-jsonpath-ng;boto3;botocore;cachetools;charset-normalizer;click;cloudsplaining;colorama;configargparse;detect-secrets;docker;dockerfile-parse;dpath;hcl2;jinja2;jmespath;jsonschema;junit-xml;lark;license-expression;mypy-boto3-s3;packageurl;platformdirs;prettytable;pycep;pydantic;requests;spdx-tools;tabulate;termcolor;tqdm;typing-extensions;urllib3;yarl
gradio,957,11655123,20,3,anthropic;beautifulsoup4;boto3;botocore;discord;html2text;ipython;libsql-client;onnxruntime;parler-tts;polars;psutil;pyannote;pydantic-core;pyodide;rich;src;transformers-js-py;voyageai;whisper
py-spy,958,11642755,2,2,pyyaml;requests
ipdb,959,11514932,5,1,configparser;decorator;ipython;toml;tomli
strenum,960,11507630,3,0,configparser;cx-freeze;py2exe
temporalio,961,11506906,11,3,agents;botocore;grpcio;langchain-core;nexusrpc;openai;openinference;psutil;pydantic-core;temporal;types-aiobotocore-s3
azure-storage-file-share,962,11500640,7,1,checkers;dotenv;github;jsondiff;markdown;python-dateutil;subprocess32
pinotdb,963,11494587,0,0,
configparser,964,11472449,0,0,
sphinx-rtd-theme,965,11431244,1,0,sphinxcontrib
mypy-boto3-rds,966,11415123,4,0,mypy-boto3-s3;pytest-mock;types-aiobotocore-s3;types-boto3-s3
langgraph-prebuilt,967,11408933,13,6,dotenv;langchain;langchain-protocol;langsmith;msgspec;numpy;pycryptodome;pydantic-core;pyperf;requests;starlette;typing-extensions;uvloop
curl-cffi,968,11388738,4,3,eventlet;gevent;orjson;readability
incremental,969,11385725,0,0,
boltons,970,11379968,4,1,clastic;lithoxyl;urllib2;werkzeug
connexion,971,11359678,0,0,
ftfy,972,11353044,0,0,
optree,973,11337671,2,0,packaging;pybind11
apache-airflow-providers-http,974,11333149,21,2,airflow-shared;anyio;attr;daemon;elastic-transport;fastapi-cli;flask-babel;github3;googleapiclient;gremlin-python;httpcore;pyjwt;kombu;mysqldb;openapi-spec-validator;performance-dags;pydantic-core;pymysql;thrift;unit;watchfiles
rich-rst,975,11330902,3,1,image;pillow;typing-extensions
hatch,976,11319847,3,1,backports;editables;lxml
pycares,977,11312361,0,0,
bandit,978,11283827,4,0,configparser;jschema-to-python;sarif-om;tomli
ciso8601,979,11247887,3,0,metomi;packaging;pytz
mkdocs,980,11247523,3,0,lunr;typing-extensions;yaml-env-tag
azure-data-tables,981,11215764,7,1,checkers;dotenv;github;jsondiff;markdown;python-dateutil;subprocess32
faiss-cpu,982,11189861,11,3,adjusttext;datasets-fb;faiss;h5py;matplotlib;pyyaml;rmm;scann;scipy;submitit;tqdm
atlassian-python-api,983,11146991,0,0,
azure-nspkg,984,11129099,7,1,checkers;dotenv;github;jsondiff;markdown;python-dateutil;subprocess32
types-redis,985,11084548,1,1,urllib3
python-pptx,986,11060257,0,0,
types-cffi,987,11054209,1,1,urllib3
html5validator,988,11051897,1,1,pyyaml
jsondiff,989,11045022,0,0,
geopandas,990,11009856,2,0,branca;rasterio
azure-kusto-data,991,10994029,2,2,numpy;urllib3
types-pyopenssl,992,10993718,1,1,urllib3
python-socketio,993,10992118,10,3,aio-pika;aioredis;engineio;eventlet;gevent;kafka;kombu;msgpack;redis;valkey
diff-cover,994,10974492,0,0,
monotonic,995,10934925,0,0,
av,996,10910685,3,2,cython;numpy;pillow
pytest-django,997,10859964,2,1,configurations;django
pywin32-ctypes,998,10848464,0,0,
tree-sitter-languages,999,10848001,2,0,cython;tree-sitter
azure-storage-common,1000,10839617,3,0,cstringio;urllib2;urlparse
